"Area" "Date" "Day" "Temperature"
"43" "Kristineberg" 2022-02-12 43 2.54261425754965
"44" "Kristineberg" 2022-02-13 44 2.53372219176347
"45" "Kristineberg" 2022-02-14 45 2.52685470393055
"46" "Kristineberg" 2022-02-15 46 2.52203995266626
"47" "Kristineberg" 2022-02-16 47 2.51930570185579
"48" "Kristineberg" 2022-02-17 48 2.51867928121227
"49" "Kristineberg" 2022-02-18 49 2.52018754674756
"50" "Kristineberg" 2022-02-19 50 2.52385684120452
"51" "Kristineberg" 2022-02-20 51 2.5297129545
"52" "Kristineberg" 2022-02-21 52 2.5377810842279
"53" "Kristineberg" 2022-02-22 53 2.54808579627178
"54" "Kristineberg" 2022-02-23 54 2.56065098557647
"55" "Kristineberg" 2022-02-24 55 2.57549983712819
"56" "Kristineberg" 2022-02-25 56 2.5926547871927
"57" "Kristineberg" 2022-02-26 57 2.61213748486053
"58" "Kristineberg" 2022-02-27 58 2.63396875394866
"59" "Kristineberg" 2022-02-28 59 2.65816855530725
"60" "Kristineberg" 2022-03-01 60 2.68475594958014
"61" "Kristineberg" 2022-03-02 61 2.71374906046713
"62" "Kristineberg" 2022-03-03 62 2.74516503853586
"63" "Kristineberg" 2022-03-04 63 2.77902002563055
"64" "Kristineberg" 2022-03-05 64 2.8153291199242
"65" "Kristineberg" 2022-03-06 65 2.85410634166053
"66" "Kristineberg" 2022-03-07 66 2.89536459963091
"67" "Kristineberg" 2022-03-08 67 2.9391156584312
"68" "Kristineberg" 2022-03-09 68 2.98537010654235
"69" "Kristineberg" 2022-03-10 69 3.03413732527798
"70" "Kristineberg" 2022-03-11 70 3.08542545864125
"71" "Kristineberg" 2022-03-12 71 3.13924138413229
"72" "Kristineberg" 2022-03-13 72 3.19559068454666
"73" "Kristineberg" 2022-03-14 73 3.25447762080415
"74" "Kristineberg" 2022-03-15 74 3.31590510584636
"75" "Kristineberg" 2022-03-16 75 3.37987467963992
"76" "Kristineberg" 2022-03-17 76 3.44638648532175
"77" "Kristineberg" 2022-03-18 77 3.51543924652088
"78" "Kristineberg" 2022-03-19 78 3.58703024589045
"79" "Kristineberg" 2022-03-20 79 3.6611553048822
"80" "Kristineberg" 2022-03-21 80 3.73780876479436
"81" "Kristineberg" 2022-03-22 81 3.81698346912237
"82" "Kristineberg" 2022-03-23 82 3.89867074724071
"83" "Kristineberg" 2022-03-24 83 3.98286039944248
"84" "Kristineberg" 2022-03-25 84 4.06954068336188
"85" "Kristineberg" 2022-03-26 85 4.15869830180337
"86" "Kristineberg" 2022-03-27 86 4.25031839199964
"87" "Kristineberg" 2022-03-28 87 4.34438451631893
"88" "Kristineberg" 2022-03-29 88 4.44087865444077
"89" "Kristineberg" 2022-03-30 89 4.5397811970174
"90" "Kristineberg" 2022-03-31 90 4.64107094083672
"91" "Kristineberg" 2022-04-01 91 4.74472508550068
"92" "Kristineberg" 2022-04-02 92 4.8507192316316
"93" "Kristineberg" 2022-04-03 93 4.95902738061701
"94" "Kristineberg" 2022-04-04 94 5.06962193590197
"95" "Kristineberg" 2022-04-05 95 5.18247370583612
"96" "Kristineberg" 2022-04-06 96 5.29755190808091
"97" "Kristineberg" 2022-04-07 97 5.4148241755807
"98" "Kristineberg" 2022-04-08 98 5.53425656409977
"99" "Kristineberg" 2022-04-09 99 5.65581356132538
"100" "Kristineberg" 2022-04-10 100 5.7794580975353
"101" "Kristineberg" 2022-04-11 101 5.90515155782659
"102" "Kristineberg" 2022-04-12 102 6.03285379590038
"103" "Kristineberg" 2022-04-13 103 6.16252314939589
"104" "Kristineberg" 2022-04-14 104 6.29411645676503
"105" "Kristineberg" 2022-04-15 105 6.42758907567726
"106" "Kristineberg" 2022-04-16 106 6.56289490294255
"107" "Kristineberg" 2022-04-17 107 6.69998639593858
"108" "Kristineberg" 2022-04-18 108 6.83881459552671
"109" "Kristineberg" 2022-04-19 109 6.97932915043943
"110" "Kristineberg" 2022-04-20 110 7.12147834312029
"111" "Kristineberg" 2022-04-21 111 7.26520911699583
"112" "Kristineberg" 2022-04-22 112 7.41046710515718
"113" "Kristineberg" 2022-04-23 113 7.55719666042746
"114" "Kristineberg" 2022-04-24 114 7.70534088678965
"115" "Kristineberg" 2022-04-25 115 7.85484167214772
"116" "Kristineberg" 2022-04-26 116 8.0056397223927
"117" "Kristineberg" 2022-04-27 117 8.15767459674337
"118" "Kristineberg" 2022-04-28 118 8.31088474433024
"119" "Kristineberg" 2022-04-29 119 8.46520754198984
"120" "Kristineberg" 2022-04-30 120 8.62057933323471
"121" "Kristineberg" 2022-05-01 121 8.77693546836367
"122" "Kristineberg" 2022-05-02 122 8.93421034567508
"123" "Kristineberg" 2022-05-03 123 9.09233745374483
"124" "Kristineberg" 2022-05-04 124 9.2512494147294
"125" "Kristineberg" 2022-05-05 125 9.41087802865333
"126" "Kristineberg" 2022-05-06 126 9.57115431863891
"127" "Kristineberg" 2022-05-07 127 9.73200857703529
"128" "Kristineberg" 2022-05-08 128 9.8933704124028
"129" "Kristineberg" 2022-05-09 129 10.0551687973072
"130" "Kristineberg" 2022-05-10 130 10.217332116878
"131" "Kristineberg" 2022-05-11 131 10.3797882180839
"132" "Kristineberg" 2022-05-12 132 10.542464459677
"133" "Kristineberg" 2022-05-13 133 10.7052877627578
"134" "Kristineberg" 2022-05-14 134 10.8681846619112
"135" "Kristineberg" 2022-05-15 135 11.0310813568634
"136" "Kristineberg" 2022-05-16 136 11.1939037646092
"137" "Kristineberg" 2022-05-17 137 11.3565775719581
"138" "Kristineberg" 2022-05-18 138 11.5190282884477
"139" "Kristineberg" 2022-05-19 139 11.6811812995715
"140" "Kristineberg" 2022-05-20 140 11.8429619202692
"141" "Kristineberg" 2022-05-21 141 12.0042954486265
"142" "Kristineberg" 2022-05-22 142 12.1651072197294
"143" "Kristineberg" 2022-05-23 143 12.3253226596218
"144" "Kristineberg" 2022-05-24 144 12.4848673393114
"145" "Kristineberg" 2022-05-25 145 12.6436670287698
"146" "Kristineberg" 2022-05-26 146 12.801647750874
"147" "Kristineberg" 2022-05-27 147 12.9587358352341
"148" "Kristineberg" 2022-05-28 148 13.1148579718551
"149" "Kristineberg" 2022-05-29 149 13.2699412645779
"150" "Kristineberg" 2022-05-30 150 13.4239132842456
"151" "Kristineberg" 2022-05-31 151 13.5767021215445
"152" "Kristineberg" 2022-06-01 152 13.7282364394635
"153" "Kristineberg" 2022-06-02 153 13.8784455253221
"154" "Kristineberg" 2022-06-03 154 14.027259342314
"155" "Kristineberg" 2022-06-04 155 14.1746085805145
"156" "Kristineberg" 2022-06-05 156 14.320424707301
"157" "Kristineberg" 2022-06-06 157 14.4646400171366
"158" "Kristineberg" 2022-06-07 158 14.6071876806666
"159" "Kristineberg" 2022-06-08 159 14.7480017930792
"160" "Kristineberg" 2022-06-09 160 14.8870174216817
"161" "Kristineberg" 2022-06-10 161 15.0241706526462
"162" "Kristineberg" 2022-06-11 162 15.1593986368765
"163" "Kristineberg" 2022-06-12 163 15.2926396349524
"164" "Kristineberg" 2022-06-13 164 15.4238330611059
"165" "Kristineberg" 2022-06-14 165 15.5529195261855
"166" "Kristineberg" 2022-06-15 166 15.6798408795679
"167" "Kristineberg" 2022-06-16 167 15.8045402499738
"168" "Kristineberg" 2022-06-17 168 15.9269620851493
"169" "Kristineberg" 2022-06-18 169 16.047052190373
"170" "Kristineberg" 2022-06-19 170 16.1647577657524
"171" "Kristineberg" 2022-06-20 171 16.2800274422719
"172" "Kristineberg" 2022-06-21 172 16.3928113165594
"173" "Kristineberg" 2022-06-22 173 16.503060984336
"174" "Kristineberg" 2022-06-23 174 16.6107295725184
"175" "Kristineberg" 2022-06-24 175 16.7157717699426
"176" "Kristineberg" 2022-06-25 176 16.8181438566802
"177" "Kristineberg" 2022-06-26 177 16.9178037319194
"178" "Kristineberg" 2022-06-27 178 17.0147109403853
"179" "Kristineberg" 2022-06-28 179 17.1088266972744
"180" "Kristineberg" 2022-06-29 180 17.2001139116817
"181" "Kristineberg" 2022-06-30 181 17.2885372084977
"182" "Kristineberg" 2022-07-01 182 17.3740629487576
"183" "Kristineberg" 2022-07-02 183 17.4566592484236
"184" "Kristineberg" 2022-07-03 184 17.5362959955854
"185" "Kristineberg" 2022-07-04 185 17.6129448660635
"186" "Kristineberg" 2022-07-05 186 17.686579337404
"187" "Kristineberg" 2022-07-06 187 17.7571747012526
"188" "Kristineberg" 2022-07-07 188 17.8247080741003
"189" "Kristineberg" 2022-07-08 189 17.8891584063929
"190" "Kristineberg" 2022-07-09 190 17.9505064899985
"191" "Kristineberg" 2022-07-10 191 18.0087349640296
"192" "Kristineberg" 2022-07-11 192 18.0638283190182
"193" "Kristineberg" 2022-07-12 193 18.1157728994439
"194" "Kristineberg" 2022-07-13 194 18.1645569046158
"195" "Kristineberg" 2022-07-14 195 18.2101703879122
"196" "Kristineberg" 2022-07-15 196 18.2526052543846
"197" "Kristineberg" 2022-07-16 197 18.2918552567301
"198" "Kristineberg" 2022-07-17 198 18.3279159896447
"199" "Kristineberg" 2022-07-18 199 18.3607848825646
"200" "Kristineberg" 2022-07-19 200 18.3904611908102
"201" "Kristineberg" 2022-07-20 201 18.4169459851461
"202" "Kristineberg" 2022-07-21 202 18.4402421397719
"203" "Kristineberg" 2022-07-22 203 18.4603543187629
"204" "Kristineberg" 2022-07-23 204 18.4772889609786
"205" "Kristineberg" 2022-07-24 205 18.4910542634599
"206" "Kristineberg" 2022-07-25 206 18.5016601633375
"207" "Kristineberg" 2022-07-26 207 18.5091183182756
"208" "Kristineberg" 2022-07-27 208 18.513442085476
"209" "Kristineberg" 2022-07-28 209 18.5146464992697
"210" "Kristineberg" 2022-07-29 210 18.5127482473251
"211" "Kristineberg" 2022-07-30 211 18.5077656455015
"212" "Kristineberg" 2022-07-31 212 18.4997186113805
"213" "Kristineberg" 2022-08-01 213 18.488628636508
"214" "Kristineberg" 2022-08-02 214 18.4745187573797
"215" "Kristineberg" 2022-08-03 215 18.4574135252068
"216" "Kristineberg" 2022-08-04 216 18.4373389744989
"217" "Kristineberg" 2022-08-05 217 18.4143225905001
"218" "Kristineberg" 2022-08-06 218 18.3883932755193
"219" "Kristineberg" 2022-08-07 219 18.3595813141947
"220" "Kristineberg" 2022-08-08 220 18.3279183377322
"221" "Kristineberg" 2022-08-09 221 18.2934372871624
"222" "Kristineberg" 2022-08-10 222 18.2561723756575
"223" "Kristineberg" 2022-08-11 223 18.2161590499538
"224" "Kristineberg" 2022-08-12 224 18.1734339509239
"225" "Kristineberg" 2022-08-13 225 18.1280348733452
"226" "Kristineberg" 2022-08-14 226 18.0800007249115
"227" "Kristineberg" 2022-08-15 227 18.0293714845341
"228" "Kristineberg" 2022-08-16 228 17.9761881599823
"229" "Kristineberg" 2022-08-17 229 17.9204927449104
"230" "Kristineberg" 2022-08-18 230 17.862328175321
"231" "Kristineberg" 2022-08-19 231 17.8017382855152
"232" "Kristineberg" 2022-08-20 232 17.7387677635781
"233" "Kristineberg" 2022-08-21 233 17.6734621064517
"234" "Kristineberg" 2022-08-22 234 17.605867574646
"235" "Kristineberg" 2022-08-23 235 17.5360311466378
"236" "Kristineberg" 2022-08-24 236 17.4640004730108
"237" "Kristineberg" 2022-08-25 237 17.3898238303867
"238" "Kristineberg" 2022-08-26 238 17.3135500751994
"239" "Kristineberg" 2022-08-27 239 17.2352285973646
"240" "Kristineberg" 2022-08-28 240 17.1549092738943
"241" "Kristineberg" 2022-08-29 241 17.0726424225098
"242" "Kristineberg" 2022-08-30 242 16.9884787553032
"243" "Kristineberg" 2022-08-31 243 16.9024693324985
"244" "Kristineberg" 2022-09-01 244 16.814665516363
"245" "Kristineberg" 2022-09-02 245 16.7251189253196
"246" "Kristineberg" 2022-09-03 246 16.63388138831
"247" "Kristineberg" 2022-09-04 247 16.5410048994574
"248" "Kristineberg" 2022-09-05 248 16.4465415730791
"249" "Kristineberg" 2022-09-06 249 16.3505435990963
"250" "Kristineberg" 2022-09-07 250 16.253063198889
"251" "Kristineberg" 2022-09-08 251 16.1541525816436
"252" "Kristineberg" 2022-09-09 252 16.0538639012391
"253" "Kristineberg" 2022-09-10 253 15.9522492137172
"254" "Kristineberg" 2022-09-11 254 15.849360435382
"255" "Kristineberg" 2022-09-12 255 15.7452493015717
"256" "Kristineberg" 2022-09-13 256 15.6399673261463
"257" "Kristineberg" 2022-09-14 257 15.5335657617327
"258" "Kristineberg" 2022-09-15 258 15.4260955607676
"259" "Kristineberg" 2022-09-16 259 15.3176073373792
"260" "Kristineberg" 2022-09-17 260 15.2081513301443
"261" "Kristineberg" 2022-09-18 261 15.0977773657602
"262" "Kristineberg" 2022-09-19 262 14.9865348236664
"263" "Kristineberg" 2022-09-20 263 14.8744726016512
"264" "Kristineberg" 2022-09-21 264 14.761639082477
"265" "Kristineberg" 2022-09-22 265 14.6480821015567
"266" "Kristineberg" 2022-09-23 266 14.5338489157113
"267" "Kristineberg" 2022-09-24 267 14.4189861730397
"268" "Kristineberg" 2022-09-25 268 14.3035398839266
"269" "Kristineberg" 2022-09-26 269 14.1875553932178
"270" "Kristineberg" 2022-09-27 270 14.071077353585
"271" "Kristineberg" 2022-09-28 271 13.9541497001058
"272" "Kristineberg" 2022-09-29 272 13.8368156260805
"273" "Kristineberg" 2022-09-30 273 13.7191175601046
"274" "Kristineberg" 2022-10-01 274 13.6010971444184
"275" "Kristineberg" 2022-10-02 275 13.4827952145486
"276" "Kristineberg" 2022-10-03 276 13.3642517802577
"277" "Kristineberg" 2022-10-04 277 13.2455060078176
"278" "Kristineberg" 2022-10-05 278 13.1265962036152
"279" "Kristineberg" 2022-10-06 279 13.007559799105
"280" "Kristineberg" 2022-10-07 280 12.8884333371146
"281" "Kristineberg" 2022-10-08 281 12.769252459511
"282" "Kristineberg" 2022-10-09 282 12.6500518962342
"283" "Kristineberg" 2022-10-10 283 12.5308654556998
"284" "Kristineberg" 2022-10-11 284 12.4117260165751
"285" "Kristineberg" 2022-10-12 285 12.2926655209262
"286" "Kristineberg" 2022-10-13 286 12.1737149687375
"287" "Kristineberg" 2022-10-14 287 12.0549044137984
"288" "Kristineberg" 2022-10-15 288 11.9362629609536
"289" "Kristineberg" 2022-10-16 289 11.8178187647095
"290" "Kristineberg" 2022-10-17 290 11.6995990291903
"291" "Kristineberg" 2022-10-18 291 11.5816300094315
"292" "Kristineberg" 2022-10-19 292 11.4639370140015
"293" "Kristineberg" 2022-10-20 293 11.3465444089374
"294" "Kristineberg" 2022-10-21 294 11.2294756229798
"295" "Kristineberg" 2022-10-22 295 11.1127531540906
"296" "Kristineberg" 2022-10-23 296 10.996398577237
"297" "Kristineberg" 2022-10-24 297 10.8804325534202
"298" "Kristineberg" 2022-10-25 298 10.7648748399297
"299" "Kristineberg" 2022-10-26 299 10.6497443017995
"300" "Kristineberg" 2022-10-27 300 10.5350589244431
"301" "Kristineberg" 2022-10-28 301 10.4208358274417
"302" "Kristineberg" 2022-10-29 302 10.3070912794587
"303" "Kristineberg" 2022-10-30 303 10.1938407142523
"304" "Kristineberg" 2022-10-31 304 10.0810987477572
"305" "Kristineberg" 2022-11-01 305 9.96887919620454
"306" "Kristineberg" 2022-11-02 306 9.85719509524768
"307" "Kristineberg" 2022-11-03 307 9.74605872006119
"308" "Kristineberg" 2022-11-04 308 9.6354816063784
"309" "Kristineberg" 2022-11-05 309 9.52547457243197
"310" "Kristineberg" 2022-11-06 310 9.41604774176123
"311" "Kristineberg" 2022-11-07 311 9.30721056684834
"312" "Kristineberg" 2022-11-08 312 9.19897185354498
"313" "Kristineberg" 2022-11-09 313 9.0913397862499
"314" "Kristineberg" 2022-11-10 314 8.98432195379699
"315" "Kristineberg" 2022-11-11 315 8.87792537601264
"316" "Kristineberg" 2022-11-12 316 8.77215653090039
"317" "Kristineberg" 2022-11-13 317 8.66702138241008
"318" "Kristineberg" 2022-11-14 318 8.56252540874818
"319" "Kristineberg" 2022-11-15 319 8.45867363118515
"320" "Kristineberg" 2022-11-16 320 8.3554706433153
"321" "Kristineberg" 2022-11-17 321 8.25292064072403
"322" "Kristineberg" 2022-11-18 322 8.15102745101685
"323" "Kristineberg" 2022-11-19 323 8.0497945641643
"324" "Kristineberg" 2022-11-20 324 7.94922516311631
"325" "Kristineberg" 2022-11-21 325 7.8493221546396
"326" "Kristineberg" 2022-11-22 326 7.75008820033123
"327" "Kristineberg" 2022-11-23 327 7.65152574776127
"328" "Kristineberg" 2022-11-24 328 7.55363706169769
"329" "Kristineberg" 2022-11-25 329 7.45642425536611
"330" "Kristineberg" 2022-11-26 330 7.3598893216976
"331" "Kristineberg" 2022-11-27 331 7.26403416451718
"332" "Kristineberg" 2022-11-28 332 7.16886062962632
"333" "Kristineberg" 2022-11-29 333 7.0743705357327
"334" "Kristineberg" 2022-11-30 334 6.98056570518067
"335" "Kristineberg" 2022-12-01 335 6.88744799443636
"336" "Kristineberg" 2022-12-02 336 6.7950193242815
"337" "Kristineberg" 2022-12-03 337 6.70328170967065
"338" "Kristineberg" 2022-12-04 338 6.61223728920701
"339" "Kristineberg" 2022-12-05 339 6.52188835419224
"340" "Kristineberg" 2022-12-06 340 6.43223737720664
"341" "Kristineberg" 2022-12-07 341 6.34328704017651
"342" "Kristineberg" 2022-12-08 342 6.25504026188626
"343" "Kristineberg" 2022-12-09 343 6.16750022489348
"344" "Kristineberg" 2022-12-10 344 6.08067040180622
"345" "Kristineberg" 2022-12-11 345 5.99455458088227
"346" "Kristineberg" 2022-12-12 346 5.90915689091143
"347" "Kristineberg" 2022-12-13 347 5.82448182534248
"348" "Kristineberg" 2022-12-14 348 5.7405342656177
"349" "Kristineberg" 2022-12-15 349 5.6573195036788
"350" "Kristineberg" 2022-12-16 350 5.57484326360918
"351" "Kristineberg" 2022-12-17 351 5.49311172237859
"352" "Kristineberg" 2022-12-18 352 5.41213152965747
"353" "Kristineberg" 2022-12-19 353 5.33190982666947
"354" "Kristineberg" 2022-12-20 354 5.25245426405176
"355" "Kristineberg" 2022-12-21 355 5.17377301869437
"356" "Kristineberg" 2022-12-22 356 5.09587480953074
"357" "Kristineberg" 2022-12-23 357 5.01876891225323
"358" "Kristineberg" 2022-12-24 358 4.94246517292894
"359" "Kristineberg" 2022-12-25 359 4.86697402049204
"360" "Kristineberg" 2022-12-26 360 4.79230647809104
"361" "Kristineberg" 2022-12-27 361 4.71847417327024
"362" "Kristineberg" 2022-12-28 362 4.64548934696648
"363" "Kristineberg" 2022-12-29 363 4.5733648613039
"364" "Kristineberg" 2022-12-30 364 4.50211420617069
"365" "Kristineberg" 2022-12-31 365 4.43175150456365
"366" "Arendal" 2022-01-01 1 5.88856390277572
"367" "Arendal" 2022-01-02 2 5.82267878458083
"368" "Arendal" 2022-01-03 3 5.75735197054557
"369" "Arendal" 2022-01-04 4 5.69259211916061
"370" "Arendal" 2022-01-05 5 5.62840855076238
"371" "Arendal" 2022-01-06 6 5.56481125646845
"372" "Arendal" 2022-01-07 7 5.50181090591676
"373" "Arendal" 2022-01-08 8 5.43941885379371
"374" "Arendal" 2022-01-09 9 5.37764714513766
"375" "Arendal" 2022-01-10 10 5.31650851940605
"376" "Arendal" 2022-01-11 11 5.25601641329587
"377" "Arendal" 2022-01-12 12 5.19618496230879
"378" "Arendal" 2022-01-13 13 5.13702900105396
"379" "Arendal" 2022-01-14 14 5.07856406228303
"380" "Arendal" 2022-01-15 15 5.02080637465363
"381" "Arendal" 2022-01-16 16 4.96377285921919
"382" "Arendal" 2022-01-17 17 4.90748112464452
"383" "Arendal" 2022-01-18 18 4.85194946114842
"384" "Arendal" 2022-01-19 19 4.79719683317597
"385" "Arendal" 2022-01-20 20 4.74324287080509
"386" "Arendal" 2022-01-21 21 4.69010785989321
"387" "Arendal" 2022-01-22 22 4.63781273097211
"388" "Arendal" 2022-01-23 23 4.58637904689982
"389" "Arendal" 2022-01-24 24 4.53582898928092
"390" "Arendal" 2022-01-25 25 4.48618534366754
"391" "Arendal" 2022-01-26 26 4.43747148355527
"392" "Arendal" 2022-01-27 27 4.38971135318969
"393" "Arendal" 2022-01-28 28 4.34292944920084
"394" "Arendal" 2022-01-29 29 4.29715080108425
"395" "Arendal" 2022-01-30 30 4.2524009505491
"396" "Arendal" 2022-01-31 31 4.20870592975511
"397" "Arendal" 2022-02-01 32 4.16609223846148
"398" "Arendal" 2022-02-02 33 4.1245868201127
"399" "Arendal" 2022-02-03 34 4.08421703688719
"400" "Arendal" 2022-02-04 35 4.04501064373637
"401" "Arendal" 2022-02-05 36 4.00699576144304
"402" "Arendal" 2022-02-06 37 3.97020084872913
"403" "Arendal" 2022-02-07 38 3.93465467344438
"404" "Arendal" 2022-02-08 39 3.90038628286852
"405" "Arendal" 2022-02-09 40 3.867424973161
"406" "Arendal" 2022-02-10 41 3.83580025799316
"407" "Arendal" 2022-02-11 42 3.80554183639917
"408" "Arendal" 2022-02-12 43 3.77667955988289
"409" "Arendal" 2022-02-13 44 3.74924339881903
"410" "Arendal" 2022-02-14 45 3.72326340818787
"411" "Arendal" 2022-02-15 46 3.69876969268377
"412" "Arendal" 2022-02-16 47 3.67579237123864
"413" "Arendal" 2022-02-17 48 3.65436154100231
"414" "Arendal" 2022-02-18 49 3.63450724082266
"415" "Arendal" 2022-02-19 50 3.61625941426894
"416" "Arendal" 2022-02-20 51 3.59964787224262
"417" "Arendal" 2022-02-21 52 3.58470225522054
"418" "Arendal" 2022-02-22 53 3.57145199517598
"419" "Arendal" 2022-02-23 54 3.55992627722345
"420" "Arendal" 2022-02-24 55 3.55015400103384
"421" "Arendal" 2022-02-25 56 3.54216374206685
"422" "Arendal" 2022-02-26 57 3.53598371266787
"423" "Arendal" 2022-02-27 58 3.531641723077
"424" "Arendal" 2022-02-28 59 3.52916514239804
"425" "Arendal" 2022-03-01 60 3.52858085957554
"426" "Arendal" 2022-03-02 61 3.52991524442805
"427" "Arendal" 2022-03-03 62 3.5331941087859
"428" "Arendal" 2022-03-04 63 3.53844266778183
"429" "Arendal" 2022-03-05 64 3.54568550134271
"430" "Arendal" 2022-03-06 65 3.55494651593062
"431" "Arendal" 2022-03-07 66 3.56624890658122
"432" "Arendal" 2022-03-08 67 3.57961511928741
"433" "Arendal" 2022-03-09 68 3.59506681377573
"434" "Arendal" 2022-03-10 69 3.61262482672281
"435" "Arendal" 2022-03-11 70 3.63230913545883
"436" "Arendal" 2022-03-12 71 3.65413882220427
"437" "Arendal" 2022-03-13 72 3.6781320388861
"438" "Arendal" 2022-03-14 73 3.70430597257881
"439" "Arendal" 2022-03-15 74 3.73267681161493
"440" "Arendal" 2022-03-16 75 3.76325971240945
"441" "Arendal" 2022-03-17 76 3.79606876704141
"442" "Arendal" 2022-03-18 77 3.83111697163553
"443" "Arendal" 2022-03-19 78 3.86841619558565
"444" "Arendal" 2022-03-20 79 3.90797715166102
"445" "Arendal" 2022-03-21 80 3.94980936703568
"446" "Arendal" 2022-03-22 81 3.99392115527993
"447" "Arendal" 2022-03-23 82 4.04031958935213
"448" "Arendal" 2022-03-24 83 4.08901047562795
"449" "Arendal" 2022-03-25 84 4.13999832900295
"450" "Arendal" 2022-03-26 85 4.19328634910344
"451" "Arendal" 2022-03-27 86 4.24887639763927
"452" "Arendal" 2022-03-28 87 4.30676897693088
"453" "Arendal" 2022-03-29 88 4.36696320964192
"454" "Arendal" 2022-03-30 89 4.42945681974713
"455" "Arendal" 2022-03-31 90 4.49424611476417
"456" "Arendal" 2022-04-01 91 4.56132596927629
"457" "Arendal" 2022-04-02 92 4.6306898097718
"458" "Arendal" 2022-04-03 93 4.70232960082439
"459" "Arendal" 2022-04-04 94 4.7762358326372
"460" "Arendal" 2022-04-05 95 4.85239750997191
"461" "Arendal" 2022-04-06 96 4.93080214248252
"462" "Arendal" 2022-04-07 97 5.0114357364721
"463" "Arendal" 2022-04-08 98 5.09428278808901
"464" "Arendal" 2022-04-09 99 5.17932627797769
"465" "Arendal" 2022-04-10 100 5.26654766739725
"466" "Arendal" 2022-04-11 101 5.35592689581978
"467" "Arendal" 2022-04-12 102 5.44744238001825
"468" "Arendal" 2022-04-13 103 5.5410710146525
"469" "Arendal" 2022-04-14 104 5.6367881743601
"470" "Arendal" 2022-04-15 105 5.73456771735687
"471" "Arendal" 2022-04-16 106 5.83438199055068
"472" "Arendal" 2022-04-17 107 5.93620183616984
"473" "Arendal" 2022-04-18 108 6.03999659990619
"474" "Arendal" 2022-04-19 109 6.14573414057095
"475" "Arendal" 2022-04-20 110 6.25338084125983
"476" "Arendal" 2022-04-21 111 6.3629016220221
"477" "Arendal" 2022-04-22 112 6.47425995402679
"478" "Arendal" 2022-04-23 113 6.58741787521716
"479" "Arendal" 2022-04-24 114 6.70233600744322
"480" "Arendal" 2022-04-25 115 6.81897357506024
"481" "Arendal" 2022-04-26 116 6.93728842497936
"482" "Arendal" 2022-04-27 117 7.05723704815524
"483" "Arendal" 2022-04-28 118 7.17877460249337
"484" "Arendal" 2022-04-29 119 7.30185493715856
"485" "Arendal" 2022-04-30 120 7.42643061826444
"486" "Arendal" 2022-05-01 121 7.55245295592182
"487" "Arendal" 2022-05-02 122 7.67987203262283
"488" "Arendal" 2022-05-03 123 7.80863673293569
"489" "Arendal" 2022-05-04 124 7.93869477448361
"490" "Arendal" 2022-05-05 125 8.06999274018013
